World Development Indicators
Number of countries,252
Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036792424,0.164001155,0.484397233,0.943535167,2.12493964,4.920277348,10.32159425,17.82710022,28.13023353,40.77249606,48.00416351,65.37189261,78.40820096,94.27919527,109.0700258,125.7645616,128.0786178,124.2110004,120.5357013,127.2827876,143.9260625,160.4107755
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01050517,0.026894684,0.040466846,0.072008853,0.071293566,0.209993373,0.539116292,1.107028759,1.5023463,2.36564857,4.775809745,7.869542323,15.80285822,22.37451927
European Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010455902,0.014641232,0.022017047,0.033736759,0.059970029,0.099394983,0.172494402,0.290883796,0.468609861,0.647271896,0.88803523,1.180245548,1.773778201,2.896911981,4.555055819,7.189007007,11.51481484,19.70441779,33.91179565,53.57287113,64.80565912,70.93170081,77.89306636,85.94063784,95.79155903,105.012288,115.1562612,120.8409684,121.1416294,119.2250553,121.9304985,123.7159497
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589014682,0.70201103,0.870065829,1.065948629,1.37976292,1.733284322,2.144104654,2.790048075,3.82527312,5.171190195,6.370787129,7.666908049,9.664672185,13.28153215,20.34240794,29.30153817,42.06724499,55.22721773,63.37991163,72.03009689,80.48036651,86.85667387,91.05950591,95.40312987,100.450445,107.6347185,114.8847345,128.424569,144.0887946,156.3055115,165.8909009,172.3224293
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143666151,0.283656121,0.471549627,0.655656678,0.999230592,2.897663403,6.783367646,9.934086167,11.01395796,13.44576273,17.36152235,24.92449701,34.37685675,63.44901555,71.10259987,75.07516314,81.10077287,83.76338399,98.17854865
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016252546,0.070046716,0.174653362,0.315304135,0.498190672,0.656765549,0.761609496,0.993573197,1.527885256,2.24533597,4.230263986,9.958005642,19.11826072,36.39293613,49.06407866,62.07543084,64.25770241,68.89744917,73.01991391,78.26189586,83.53432024,88.98459991,92.67718212,92.09659575,91.38732973,94.0767743,97.40903387
Faeroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.008674415,3.688278231,3.52654245,4.393732207,5.800585047,7.410685914,10.5847387,14.46392897,23.50179086,36.50383945,51.95077968,72.7461205,78.71574066,84.65827559,85.50562483,101.1150686,105.2770715,110.6026088,114.9052419,119.8967346,118.0097274,118.6159253
Micronesia Fed. Sts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093472795,5.494495207,11.99343186,13.27143637,17.61444278,26.10540739,26.31629313,26.4466307,26.55690559,26.68626238,30.18811355
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028032995,0.117009358,0.245162295,0.370206862,0.613332035,0.835229451,0.831015195,0.743444999,9.791705935,11.94934434,21.72917519,22.79947105,36.32676997,53.40403707,63.55598776,80.76618018,87.6694296,95.44779828,103.4556766,148.6936289,179.4714108
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088469175,0.229588144,0.510974391,0.984128589,1.708755296,1.947059624,2.196366801,2.619945977,3.932425055,6.812778164,9.889762431,12.46095848,15.15254531,25.41757307,46.28415293,73.70811816,78.20217751,82.83088603,90.88455695,99.50619762,108.5920211,115.6002598,121.1018108,125.112291,130.0719746,133.2155024,134.0783687,135.2863744
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002960248,0.046091288,0.609447781,1.234098639,2.773981786,4.105349723,6.435462135,10.8965115,15.58014589,18.61778229,26.23972528,38.32379074,58.73630305,62.43820399,64.46125996,90.64792691,101.2829241,107.809112
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002585366,0.010950971,0.020417059,0.036990796,0.074354288,0.12446167,0.232363487,0.380901054,0.690808845,1.263629537,1.954760936,3.918536618,8.135148478,13.44255251,23.72559884,33.75729429,50.0664665,63.77348397,71.86671124,85.27494343,100.9932997
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588556,0.010806418,0.012121718,0.011736,0.034568886,0.255012846,0.292782939,0.481493068,0.625832387,1.003476993,1.211353347,1.651452655,1.973615991,0,19.90650512,26.66103586,32.936074,36.7781157,40.31705331,41.7508167
Gambia The,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020823423,0.04532642,0.078334523,0.135304285,0.282499795,0.420058457,0.435446069,0.444791613,0.455705803,4.348732248,7.653059272,11.07116691,12.57243519,17.22725782,27.27777463,52.33214725,73.90036908,80.62692375,87.9633354,80.76025697,85.20375721
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093711482,2.836587237,6.952089848,10.83048396,19.95658668,32.9718113,36.13019495,42.69221945,45.10659833,63.0692167
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013365791,0.063655345,0.061043034,0.119481688,0.964917528,2.805878128,5.803420028,7.299244396,10.56344638,16.0524014,19.30759738,23.45149761,27.35458379,29.5486008,57.35549085,66.8802619,68.05374469
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458787633,1.447153501,2.558141736,4.944987939,8.655453683,18.78539526,35.66038018,53.99532333,72.31264774,84.47267901,81.00455341,84.49551267,92.92454872,99.34233967,111.0964206,124.5083602,119.7955893,110.6455185,109.0787779,120.0372165
Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155785888,0.152402675,0.186212076,0.286871071,0.352102049,0.398990554,0.565498631,0.965142151,1.391877752,1.983418933,4.231450502,6.29755815,7.397721819,41.31426506,42.19278165,45.51485658,44.7346504,49.60226285,57.75122195,109.710823,116.4974159,118.9637779,121.3465677
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306155334,0.784313725,1.727072397,3.676826318,7.382862874,11.59889756,15.90584114,24.12353476,26.9056859,28.19106449,35.24250893,52.43777762,68.62221128,81.61115306,94.68599034,116.8664308,98.48434054,94.51819901,101.4200828,103.7367994,104.6982584
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003295716,0.013419628,0.02298958,0.031366214,0.107232198,0.300474937,0.425086663,0.614318049,1.042410082,3.087211532,7.647420611,9.987303754,13.40404656,16.86814086,25.61697311,35.57138428,55.2407726,89.33491997,109.5274308,123.7220234,125.9831555,132.4516485,137.8194849
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649180475,0.951746942,1.363896438,2.869627327,3.410917685,3.919357017,3.774300427,8.430142834,12.99114653,17.51133086,20.84172436,44.83563447,50.56297244,61.94925218,0,0,0,0,0,0,0,0
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116319598,0.142124324,0.172352271,0.170709867,0.164189009,0.190720364,0.197145592,0.379868456,5.35010766,10.07413827,10.57779542,18.30583908,22.67765302,36.98152291,52.26250936,69.9336844,57.72160482,62.54783594,71.28590073,66.85662336,68.77901955
High income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007748622,0.012278588,0.018752892,0.03235492,0.074677229,0.132067721,0.228674193,0.384445082,0.647621117,0.952526473,1.357011454,1.889971761,2.697400017,4.23464484,6.698653747,10.46336781,14.80289472,21.29094531,31.27443716,43.65920394,51.8105222,57.4646691,64.2426039,73.2152989,83.3629536,92.59908023,101.5638579,107.8213715,113.0344527,115.4947056,120.5037451,122.9273856
Hong Kong SAR China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018689957,0.081258922,0.182245465,0.504218653,0.908356275,1.55856424,2.311204939,3.238869715,3.947248663,4.872216207,8.020962705,12.99329905,21.70170873,34.67552508,48.15693696,63.49747283,79.69431046,83.80339232,92.52968608,106.4079144,119.1029016,123.8892854,136.6602462,155.0398371,166.1936237,179.7816019,195.6692192,215.5038098,229.2446254
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040376411,0.246500814,0.583530318,1.286770033,2.490088703,3.73334653,5.026447085,5.723479373,10.4578002,18.57507619,31.84055311,58.29729484,84.81834019,112.3283833,124.7187583,103.6720092,92.87017414
Heavily indebted poor countries (HIPC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95E-05,0.000869524,0.001862185,0.0041613,0.010295282,0.026871597,0.06566403,0.14403465,0.282858668,0.598966884,1.075525569,1.6906969,2.762015049,4.258430921,6.365272868,10.74220631,16.69967422,24.77048278,30.86748582,37.34786794,45.8433944,51.58195323
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005006758,0.042070686,0.132006749,0.23899589,0.458153231,0.718264839,1.39727181,2.61691813,4.006694363,6.538459663,23.08276209,39.46668034,52.24918201,57.51727921,64.44748808,83.15832573,100.3790937,115.2253076,104.4643435,107.4733846,113.6081449,118.3013547,115.4136047
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120690009,0.296442489,0.641157609,1.049282205,1.580200539,3.557045958,4.381193159,5.401215155,12.78140119,26.27785531,33.20103068,37.35732558,40.41873813,41.86242333,59.90841158
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025469277,0.081743662,0.22472515,0.441073865,1.380157809,2.559893292,4.57770369,6.844830397,10.40708506,15.87960141,30.08846831,48.7187786,67.7194215,78.33164715,86.25517302,92.31411681,98.89553625,109.6328855,121.6811908,117.5591879,119.9427178,116.9434928,116.070556
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001099953,0.001248931,0.002733271,0.003739372,0.00522915,0.007368035,0.010130254,0.013492764,0.019222694,0.028421554,0.040831947,0.108515907,0.285399813,0.457970991,0.525057963,1.078418633,1.756173957,3.076348345,5.440891607,8.478396795,13.70874711,20.89708826,28.01943927,40.43198063,60.01372486,68.9204184,87.79014493,102.4626496,114.218131
Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008022562,0.033701672,0.089033266,0.118621095,0.183832581,0.343205051,0.617271781,1.207386542,3.080125045,4.701852372,7.997206759,14.52388234,20.1553755,29.53103968,44.12009108,62.39006487,73.19803895,69.92231562
Not classified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008488811,0.042391059,0.098241297,0.178311341,0.38465744,0.707977634,0.90457037,1.239692939,1.713445217,2.453545736,4.37561861,7.932034067,14.8509496,25.52193159,44.70952009,64.69946298,76.82678973,76.22193286,87.26760636,94.47377374,102.6935533,110.9801131,115.8530739,116.0047081,106.6677293,105.2358099,108.479355,107.2128919
Iran Islamic Rep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015419914,0.026298054,0.09760113,0.382047218,0.612075354,0.756224827,1.460445511,3.12208672,3.365177521,5.033143273,7.319761151,12.13146655,21.67657012,41.45707252,59.17901883,71.4616386,72.58942289,74.30366228,76.09808684
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079244744,0.308171977,2.151945659,5.599581693,33.30009751,48.78540241,59.56201784,66.69344323,75.13766061,80.15512761,81.62784646
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082143808,2.0286227,2.612166066,3.129423239,3.928108935,5.007634418,5.868139056,6.634957295,8.246726037,11.54703239,17.32947288,23.96205251,37.8418394,62.00750065,76.41724807,87.35284592,90.76740239,96.46287833,98.94191084,95.40447185,100.4087225,106.9324528,108.897393,108.2570649,107.2427541,106.8414418,108.054513
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338729821,0.495518787,0.75107401,1.293391516,2.583802439,8.354980904,19.09479005,29.70554874,37.24716556,48.88595196,73.16613652,89.73880798,100.9785288,104.2462475,111.6505837,117.4648609,124.3388396,128.454728,126.3854986,124.0341367,122.7836679,121.9782701,120.6843884
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011299642,0.015920152,0.029097369,0.059145464,0.116270531,0.468047382,0.999024175,1.376232801,2.120206352,3.932290383,6.886434446,11.27907186,20.63367341,36.04026526,53.2698128,74.13388725,89.59054415,94.25849261,98.10254268,107.6937662,121.8642226,136.121113,150.962827,150.8856458,149.5058395,154.7970088,158.145883,159.7626858
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102780276,0.318010492,0.62934611,1.069988634,1.833349512,2.198589265,2.62987066,3.102606933,5.643288716,14.21072341,22.9496504,47.39667326,59.5500915,68.93370547,73.87598526,84.36418744,99.12039649,100.164076,108.2941099,116.0682988,107.9881104,96.27312391
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042847108,0.041317981,0.039058232,0.036805421,0.034812194,0.27406405,0.541761443,0.989408624,1.780031019,2.519897737,8.158384017,17.90295067,24.87463731,26.59397758,31.89416724,59.88643393,79.99969054,84.36638062,89.88973816,97.2992605,102.5632445,111.1631725,128.1735327
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011363484,0.016824553,0.022941813,0.033852133,0.051504866,0.078913191,0.124583309,0.200018213,0.401833216,0.710088407,1.123129273,1.390274425,1.723586246,3.490181339,9.408600615,21.56058437,30.59119313,37.76545041,45.30199511,53.12376978,59.39257273,64.25260095,68.48920048,72.15580043,75.98436507,78.51905384,84.35360774,86.70710553,91.31743648,96.80752449,104.2742326,110.9073543
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002539553,0.029582694,0.063930025,0.074254448,0.199889072,0.337203384,1.353628011,3.997457287,7.023092365,9.023272289,16.42011664,35.83356656,51.0647485,80.03793182,95.77525322,108.3821491,121.867001,156.7946524,185.8215629
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004393508,0.004497055,0.007471468,0.008312034,0.010026174,0.023379915,0.03621275,0.077946501,0.407236044,1.867625738,3.597282273,4.69188758,7.309274576,12.88773918,19.96957736,30.06283272,42.04847839,48.62445283,61.03491308,66.8146089,71.17433333
Kyrgyz Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027985829,0.052542783,0.181640211,0.541281538,1.06095982,2.760361261,5.247235178,10.74198875,24.82981805,42.23224718,65.30377271,85.22197941,98.89869621,116.1691884,124.1795305
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047730546,0.098166222,0.13092897,0.208266253,0.29445528,0.524974387,0.745096324,1.068055124,1.791593179,2.989928034,3.853206909,6.551636708,7.95123006,12.70116666,18.79147363,30.39341867,44.31490591,56.74071111,94.18821019,128.5272115
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027493814,0.245769689,0.362371358,0.468781524,0.576929801,0.602030422,0.6915085,0.718486095,0.761258469,0.802989261,1.054496373,10.29063487,10.83965092,13.89219144,15.87522076
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691387615,0.467129999,0.991191908,1.557701722,2.634814685,4.544077552,10.65325777,46.14190734,59.89136945,103.7872159,102.3623628,127.7784381,145.7640383,145.9473043,152.8117359,154.8016839,156.7632129
Korea Rep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017267895,0.024659515,0.048365199,0.093357413,0.186178272,0.383052472,0.62196189,1.071053458,2.164843483,3.675661704,7.078148774,15.21163954,30.81749792,51.2497731,58.32541383,62.87887506,69.71267379,72.09806317,78.17313661,81.52202954,84.99862058,93.26624778,95.27662025,99.54168558,104.7742463,107.7446102,109.4316142
Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450163596,0.744799425,0.87176792,1.092645669,1.006663838,2.15037524,2.699075329,3.656986692,5.17054703,7.414872617,9.529321669,12.83619367,14.51624891,16.49797487,24.97074069,44.32587231,59.90532323,67.09655714,80.79191756,60.18706501,48.79420214,55.82934104,55.50663695,91.87085234,133.0114856,157.9080265,156.8991317
Latin America & Caribbean (developing only),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826076,0.003556974,0.021143338,0.052248722,0.117764267,0.211647815,0.429744707,0.733063095,1.255300369,2.476377559,4.012946046,7.4253783,11.65855235,15.16202585,17.97096485,22.23077635,30.59467316,42.06544157,52.96800586,65.71060132,78.69143405,86.84358425,95.50556551,103.8067227,108.1038991
Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006447558,0.007349983,0.013154732,0.031592094,0.076003812,0.096434494,0.124074727,0.227966538,0.235344074,0.540111284,0.994726112,1.998106804,3.582856417,11.35500253,17.12308321,24.58574175,32.93844548,51.6059112,62.59497573,84.04519396,64.70225602
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.955949187,6.447444858,12.08968939,16.2266451,19.8624769,22.96484493,22.83637122,22.04753436,21.55653896,22.9512438,24.92075854,27.11958337,30.43615738,34.08910658,56.28348894,65.96644347,77.19001676,80.80708333
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051867794,0.066694011,0.162830754,1.512376521,2.963283483,4.893286594,8.272298053,15.9839014,23.26963112,28.39406088,39.69964553,49.75678341,57.12137284
Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20307261,0.399262164,0.589050841,0.772769907,0.950809491,1.310765939,2.342044756,9.07935355,35.74971624,69.06848267,77.82628758,125.5633801,159.8519698,180.4452926,163.847587,155.7690861
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360727513,0.680087051,0.939837005,1.059644754,1.241294605,1.483172441,1.592874118,1.701859439,8.933508929,61.1995104,61.78881684,63.87637766,62.98536306,86.39486568,101.3378953,108.2979452,111.7335693,120.7836181,125.504506
Latin America & Caribbean (all income levels),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949045,0.002852113,0.007224164,0.028255939,0.065870152,0.140701646,0.242456802,0.473349179,0.809974651,1.347715707,2.543574525,4.170794373,7.755066033,12.14390138,15.90731238,18.81020074,23.07961562,31.53526819,42.89606816,53.97063599,66.55705582,79.23494405,87.42274229,96.35796032,104.722908,109.1110534
Least developed countries: UN classification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458274,0.002608657,0.005089477,0.009010127,0.015815788,0.029623039,0.064791527,0.119245641,0.265886812,0.532756095,1.000644412,1.684351828,2.828134501,4.985680449,9.125088618,15.07526566,21.63473382,26.47540811,33.61098578,42.28149533,48.63787164
Low income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031806,0.001589413,0.003486625,0.007224719,0.012615945,0.025069851,0.057249608,0.121533975,0.26115982,0.546498799,0.973274922,1.581700124,2.567891916,4.590296423,8.596022177,14.26603852,20.67642653,25.41747683,33.01898809,40.78634014,47.2217019
Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.27241133,27.54315094,30.21787085,32.86034354,33.712782,73.22574031,74.03106402,79.16810593,82.09146968,90.66783732,95.55393176,97.62628657,98.28349945,101.5994284,97.35104758
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583007,0.010266433,0.014909799,0.081953185,0.161302474,0.281311331,0.386704011,0.62189487,0.937791896,1.372850693,2.282674554,3.50715883,4.835730796,7.144934955,11.20278283,16.84991212,26.87761576,39.32382822,54.18660423,79.14612039,83.62395495,87.54590803,91.63310875
Lower middle income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115621,0.000131007,0.000285978,0.00055593,0.000732503,0.001018901,0.00151897,0.004360104,0.006930368,0.012677928,0.021380274,0.055464784,0.121564894,0.215456461,0.3004628,0.562529366,1.19647554,2.174459841,3.369692999,5.529896746,8.714394928,13.72863946,22.22270176,31.89637792,44.25722056,56.32561904,70.48956165,80.85681768,83.07992103
Low & middle income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-05,5.45E-05,0.000432596,0.00098119,0.001848735,0.00346353,0.007887761,0.015895608,0.032046255,0.063102501,0.133328169,0.259714378,0.456052882,0.823887779,1.326844606,2.371366289,4.279393724,6.646662369,9.142531128,12.20702162,16.46094281,22.18662548,29.76872986,38.5908328,48.55943938,57.55436317,67.8634908,76.98553385,81.74110329
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070930875,0.19426324,0.539687716,0.65231182,1.163652036,3.045685279,7.316571262,6.633286935,10.26206811,12.97020943,18.44519698,24.66811263,30.07891192,33.21820036,49.15315236,60.72157105,75.30007872
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007237018,0.033825344,0.123604654,0.407791561,1.413556028,4.614134791,7.519752997,9.402616646,14.97807884,29.40820126,48.09591311,62.22474478,91.53684127,132.4531715,145.6770199,153.9793573,159.7881851,159.9465566,159.3953899,162.221828,165.055831
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01090251,0.079204698,0.101055831,0.144873303,0.176060533,0.215825454,0.294804301,0.286150081,1.280710464,3.204244164,6.575491484,10.8694602,16.0027049,30.64574459,48.5058015,69.54055275,92.94015273,106.6458636,120.5827345,104.0863873,111.3909232,152.9357005,143.7137566,145.0821859,144.5446442,143.1426406,148.1506658,145.3599468
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039328979,0.14794034,0.331189288,0.603017378,1.159335396,3.166808235,6.935166587,11.45715573,16.92073434,28.00633094,39.58103986,53.30713618,68.06697415,84.02031102,99.37820811,102.3002948,107.4991886,109.0545685,110.3123196,111.3637843,112.112629
Macao SAR China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389132974,0.620456725,1.31182947,2.782696619,3.930750232,5.473693346,9.004941537,11.05246144,12.82549129,19.60650414,27.75920912,32.65795646,44.3925767,62.17223911,80.76816408,94.3097906,113.800948,132.6253418,161.052988,183.7526205,198.8777206,209.9151556,247.7116047,289.7820156
St. Martin (French part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257953,0.000442292,0.002891162,0.003663631,0.005969421,0.012581316,0.025865041,0.05220786,0.109979867,0.157659667,0.269510477,0.416387264,1.30109029,8.157401485,16.44227749,21.14761119,24.87540363,31.27322579,41.13733424,52.6556339,65.31204171,73.70564595,80.92564452,101.074253,114.019338,119.9722162
